Nome do Produto,Categoria,Descrição,Preço Base (R$),Imposto de Importação (%),ICMS (%),IPI (%),Preço Final c/ Impostos (R$)
Fonte Sed 2635,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 463,84","15,41","13,73","14,18","R$ 664,78"
Fonte Tenetur 9013,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 229,36","6,32","13,51","1,74","R$ 278,83"
Fonte Numquam 6623,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 891,93","17,37","12,01","13,04","R$ 1.270,29"
Fonte Temporibus 7570,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 530,60","7,81","14,17","11,35","R$ 707,45"
Fonte Nisi 7243,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 807,99","8,05","15,3","13,92","R$ 1.109,13"
Fonte Eveniet 7179,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 904,68","12,27","12,17","9,45","R$ 1.211,28"
Fonte Voluptates 3921,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 767,83","9,66","12,08","6,12","R$ 981,75"
Fonte Error 3682,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 993,81","18,69","14,77","1,76","R$ 1.343,83"
Fonte Voluptates 2523,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 598,70","15,75","15,05","4,1","R$ 807,65"
Fonte Error 7906,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 984,20","8,66","15,31","5,75","R$ 1.276,70"
Fonte At 9821,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 606,59","18,19","17,18","4,14","R$ 846,25"
Fonte Dolore 6799,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 471,90","16,82","13,6","0,04","R$ 615,64"
Fonte Voluptas 4892,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 869,98","13,7","15,96","12,98","R$ 1.240,94"
Fonte Maiores 7317,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 630,86","10,18","15,31","8,15","R$ 843,08"
Fonte Repudiandae 7461,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 946,28","18,04","17,88","3,58","R$ 1.320,06"
Fonte Tempore 6275,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 386,85","16,63","12,26","11,17","R$ 541,82"
Fonte Maiores 6247,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 508,86","14,96","16,92","14,71","R$ 745,94"
Fonte Quidem 8116,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 971,86","6,89","17,79","4,98","R$ 1.260,11"
Fonte Possimus 1645,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 899,35","11,6","15,16","6,85","R$ 1.201,62"
Fonte Adipisci 2362,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 527,98","14,82","12,93","7,04","R$ 711,66"
Fonte Harum 4343,Fonte,"Fonte com desempenho confiável, ideal para setups gamers e profissionais.","R$ 470,85","15,39","15,9","12,78","R$ 678,35"
Gabinete Dolorem 8743,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 397,01","9,75","16,31","11,39","R$ 545,69"
Gabinete Dolor 8865,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 173,33","6,03","15,79","13,81","R$ 235,09"
Gabinete Incidunt 3728,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 635,40","11,51","12,59","9,51","R$ 848,96"
Gabinete Dolorem 1647,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 438,39","15,41","17,42","0,69","R$ 585,34"
Gabinete Id 920,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 340,69","10,62","12,87","7,97","R$ 447,87"
Gabinete Odit 9273,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 593,17","7,7","13,05","9,14","R$ 770,47"
Gabinete Voluptatem 6268,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 552,81","8,61","17,48","2,15","R$ 708,92"
Gabinete Ab 7556,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 564,64","11,89",16,"13,48","R$ 798,23"
Gabinete Blanditiis 7623,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 735,79","15,16","12,95","6,63","R$ 991,40"
Gabinete Laudantium 5662,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 791,97","9,49","17,77","10,35","R$ 1.089,83"
Gabinete Esse 7485,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 699,45","7,99","14,31","7,25","R$ 906,14"
Gabinete Soluta 3887,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 397,89","10,38","13,78","10,49","R$ 535,76"
Gabinete Blanditiis 360,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 785,66","14,87","13,65","8,49","R$ 1.076,43"
Gabinete Enim 804,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 741,90","16,18",17,"13,54","R$ 1.088,52"
Gabinete Eligendi 3771,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 544,59","10,28","15,82","9,31","R$ 737,43"
Gabinete Nihil 2241,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 558,36","18,55","15,88","4,63","R$ 776,46"
Gabinete Minus 7223,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 171,69","10,47","12,79","13,64","R$ 235,04"
Gabinete Quidem 5353,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 635,86","7,63","12,79","8,09","R$ 817,14"
Gabinete Non 5995,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 495,05","18,7","16,98","3,85","R$ 690,74"
Gabinete Dolorem 7895,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 778,80","9,43","17,22","12,06","R$ 1.080,27"
Gabinete Dolores 7674,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 775,88","7,11","17,8","12,9","R$ 1.069,24"
Gabinete Quod 6512,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 778,73","17,07","14,19","11,86","R$ 1.114,52"
Gabinete Sit 229,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 321,90","6,85","14,21","11,24","R$ 425,87"
Gabinete Reprehenderit 4296,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 529,96","17,34","17,64","1,63","R$ 723,98"
Gabinete Sint 3831,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.","R$ 456,46","14,29","17,66","4,92","R$ 624,76"
Cooler Eaque 9996,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 105,34","5,95","16,94","13,64","R$ 143,82"
Cooler Magni 4952,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 212,31","6,75","12,27","0,56","R$ 253,88"
Cooler Explicabo 8072,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 79,03","8,52","15,23","5,83","R$ 102,41"
Cooler Ex 6079,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 217,62","16,15","17,68","6,29","R$ 304,93"
Cooler Eaque 2532,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 271,35","14,82",17,"9,23","R$ 382,74"
Cooler Quasi 4584,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 58,18","10,56","14,66","14,26","R$ 81,15"
Cooler Provident 5943,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 74,84","15,29","15,27","14,67","R$ 108,69"
Cooler Libero 5877,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 65,14","9,14","17,81","14,24","R$ 91,97"
Cooler Molestias 7451,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 72,92","8,18","15,84","14,57","R$ 101,06"
Cooler Sed 829,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 246,70","8,65","12,76","8,47","R$ 320,41"
Cooler Animi 1125,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 257,45","13,31","15,52","12,2","R$ 363,08"
Cooler At 3818,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 132,14","7,21","17,4","0,04","R$ 164,71"
Cooler Qui 2371,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 296,88","13,1","16,79","1,65","R$ 390,52"
Cooler Rerum 423,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 82,95","10,37","16,73","8,83","R$ 112,75"
Cooler Eum 259,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 93,56","5,79","16,45","7,89","R$ 121,75"
Cooler Repellat 1042,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 169,06","16,67","15,08","1,64","R$ 225,51"
Cooler Odit 8255,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 105,39","14,23","16,36","13,63","R$ 151,99"
Cooler Quo 8544,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 125,41","14,65","12,19","14,98","R$ 177,86"
Cooler Voluptate 6581,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 156,57","6,62","16,27","6,65","R$ 202,82"
Cooler Natus 1324,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 130,53","7,23","12,76","9,36","R$ 168,84"
Cooler Illum 9591,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 187,09","9,88","17,97","7,96","R$ 254,09"
Cooler Occaecati 7434,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 176,39","11,45","16,76","1,72","R$ 229,18"
Cooler Eveniet 9034,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 230,21","8,23","14,71","3,43","R$ 290,92"
Cooler Sequi 5554,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 256,85","10,98","16,38","4,69","R$ 339,17"
Cooler Ipsa 5121,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 216,28","10,61","12,92","13,84","R$ 297,10"
Water Cooler Possimus 1100,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 409,47","6,28","14,59","11,17","R$ 540,66"
Water Cooler Eligendi 6106,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.274,12","13,35","15,52","8,42","R$ 1.749,24"
Water Cooler Ullam 5401,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.104,02","11,16","17,24","14,12","R$ 1.573,45"
Water Cooler Vero 6930,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.341,71","15,82","17,81","9,01","R$ 1.913,82"
Water Cooler Unde 5762,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 424,32","12,61","12,93","7,23","R$ 563,37"
Water Cooler Vitae 1774,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 720,14","13,34","12,69","4,18","R$ 937,69"
Water Cooler Quo 3706,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.268,67","17,68","17,85","12,28","R$ 1.875,22"
Water Cooler Fugit 9122,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 331,50","18,94","16,98","4,01","R$ 463,87"
Water Cooler Corporis 2956,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 627,92","16,44","17,53","5,27","R$ 874,32"
Water Cooler Quibusdam 2973,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.343,84","13,49","14,4","2,13","R$ 1.747,26"
Water Cooler Voluptatibus 503,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 410,11","12,96","14,26","6,8","R$ 549,63"
Water Cooler Eveniet 2579,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 744,06","15,82","16,66","8,51","R$ 1.049,05"
Water Cooler A 1392,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.360,01","7,33","16,53","0,75","R$ 1.694,71"
Water Cooler Aspernatur 1337,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 626,52","14,93","14,91","6,63","R$ 855,01"
Water Cooler Quas 4476,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 558,68","12,69","14,07","1,66","R$ 717,46"
Water Cooler Atque 9718,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 883,96","15,01","12,27","5,93","R$ 1.177,52"
Water Cooler Maxime 9820,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 365,74","8,07","17,67","11,51","R$ 501,98"
Water Cooler Suscipit 4187,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 647,34","6,8","14,98","6,46","R$ 830,15"
Water Cooler Nobis 2117,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 756,25","15,56",15,"12,5","R$ 1.081,89"
Water Cooler Illum 5803,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 386,49","17,93","12,25","0,28","R$ 504,21"
Water Cooler Quasi 1276,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.334,53","13,64","15,44","10,64","R$ 1.864,61"
Water Cooler Quae 6844,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 647,42","11,08","17,8","2,58","R$ 851,10"
Water Cooler Voluptates 7539,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.298,43","18,8","12,53","12,67","R$ 1.869,74"
Water Cooler Sit 3987,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 822,81","11,01","12,47","13,06","R$ 1.123,46"
Water Cooler Quibusdam 5563,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.","R$ 565,89","16,69","12,46","9,5","R$ 784,61"
Monitor Sint 8694,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.725,88","18,59","14,1","10,91","R$ 2.478,36"
Monitor Animi 2420,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.014,30","7,2","13,18","9,04","R$ 1.312,71"
Monitor Debitis 1235,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 860,58","16,59","14,96","11,32","R$ 1.229,51"
Monitor Harum 9495,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.567,15","18,86","15,39","9,53","R$ 2.253,25"
Monitor Modi 5296,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.647,04","14,41","12,91","1,02","R$ 3.397,21"
Monitor Nobis 7246,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.041,60","16,94","15,55","5,28","R$ 2.812,71"
Monitor Velit 1216,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.207,06","11,78","12,34","12,48","R$ 1.648,84"
Monitor Mollitia 1258,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.076,13","19,66","12,54","8,91","R$ 2.929,63"
Monitor Doloribus 6300,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.603,05","13,31","16,75","13,44","R$ 2.300,38"
Monitor Culpa 7369,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.763,53","13,57","13,13","9,08","R$ 3.752,32"
Monitor Omnis 8215,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 792,24","5,93","12,62","13,49","R$ 1.046,07"
Monitor Harum 5627,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.954,20","6,26","15,88","0,59","R$ 3.625,69"
Monitor Praesentium 7173,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.976,56","12,86","15,66","5,46","R$ 3.988,00"
Monitor Magni 4635,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.407,28","16,62","16,07","0,79","R$ 1.878,44"
Monitor Officia 5483,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 571,37","6,42","16,07","4,26","R$ 724,21"
Monitor Illum 9875,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.670,53",10,"15,5","2,12","R$ 3.408,13"
Monitor Corporis 5732,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.206,60","14,84","15,97","1,93","R$ 1.601,64"
Monitor Odio 1389,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.204,91","10,65","16,75","12,2","R$ 1.682,05"
Monitor Debitis 8625,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 642,98","15,06","15,05","0,27","R$ 838,32"
Monitor Totam 5061,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 868,68","8,21","17,69","7,29","R$ 1.156,99"
Monitor Sit 3712,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.999,94","7,32","13,77","11,82","R$ 3.987,22"
Monitor Occaecati 8318,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.404,27","17,53","17,3","0,57","R$ 3.255,38"
Monitor Nihil 5518,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.678,62","14,27","15,58","2,31","R$ 3.540,06"
Monitor Atque 2963,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 2.561,50","16,57","16,85","2,48","R$ 3.481,08"
Monitor Esse 7171,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 513,60","10,46","16,32","14,54","R$ 725,82"
Teclado Velit 4669,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 614,29","16,76","13,4","3,59","R$ 821,61"
Teclado Maxime 7685,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 727,98","7,91","16,07","8,56","R$ 964,86"
Teclado Unde 7219,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 396,26","9,23","14,29","7,91","R$ 520,80"
Teclado Mollitia 2656,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 662,67","17,02","12,83","3,75","R$ 885,33"
Teclado Dignissimos 7874,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 705,59","13,32","12,62","12,69","R$ 978,16"
Teclado Voluptate 2043,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 263,80","16,45","13,64","13,58","R$ 379,00"
Teclado Eveniet 2415,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 673,29","6,38","17,46","12,25","R$ 916,28"
Teclado Sequi 5728,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 747,85","11,22","14,38","5,61","R$ 981,25"
Teclado Iusto 6327,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 795,89","10,62","12,17","13,96","R$ 1.088,38"
Teclado Aliquid 5494,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 643,54","7,06","13,72","12,45","R$ 857,39"
Teclado Libero 2274,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 619,13","12,04","15,69","13,59","R$ 874,95"
Teclado Vitae 312,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 241,94","17,52","15,29","10,91","R$ 347,72"
Teclado Occaecati 8648,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 367,44","16,64","13,43","1,83","R$ 484,65"
Teclado Officia 3907,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 364,87","16,91","14,74","1,66","R$ 486,41"
Teclado Cumque 8190,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 497,55","5,25","15,09","3,63","R$ 616,81"
Teclado Assumenda 2353,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 268,45","5,02","14,12","8,56","R$ 342,81"
Teclado Quas 3069,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 548,28","6,28","17,85","1,02","R$ 686,17"
Teclado Tenetur 8619,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 458,06","16,8","15,05","0,31","R$ 605,37"
Teclado Nobis 7703,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 82,65","10,8","14,24","11,21","R$ 112,61"
Teclado Voluptates 5851,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 641,39","10,17","16,4","9,42","R$ 872,23"
Teclado Excepturi 9534,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 601,39","9,99","12,27","8,19","R$ 784,51"
Teclado Sed 2869,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 672,79","15,27","17,88","7,18","R$ 944,13"
Teclado Nihil 2987,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 658,62","5,95","16,66","6,87","R$ 852,78"
Teclado Unde 4808,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 201,19","16,87","17,31","4,73","R$ 279,47"
Teclado Perspiciatis 5081,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.","R$ 436,54","19,84","15,26","3,8","R$ 606,35"
Mouse Voluptas 3132,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 207,36","17,93","12,29","9,84","R$ 290,43"
Mouse Dolore 4477,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 118,46","10,52","17,34","11,15","R$ 164,67"
Mouse Possimus 6335,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 236,47","7,8","16,15","5,51","R$ 306,13"
Mouse Quibusdam 8508,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 196,70","6,24","14,55","6,46","R$ 250,30"
Mouse Omnis 2957,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 350,01","9,82","12,48","9,91","R$ 462,75"
Mouse Quis 5022,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 295,25","15,76",13,"6,66","R$ 399,83"
Mouse Eos 7326,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 73,30","18,05","14,12","14,97","R$ 107,85"
Mouse Quasi 4499,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 401,71","16,87","12,34","10,07","R$ 559,50"
Mouse Aperiam 6656,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 249,82","17,02","16,08","14,29","R$ 368,21"
Mouse A 2340,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 516,77","15,17","14,63","1,89","R$ 680,53"
Mouse Amet 3867,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 478,18","10,49","14,3","8,51","R$ 637,41"
Mouse Asperiores 9914,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 134,39","11,75","14,23","6,66","R$ 178,25"
Mouse Nesciunt 1260,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.","R$ 365,66","12,94","14,39","9,74","R$ 501,21"
